# File containing a listing of the fitness of the top-ranked
# individual for each ligand docked in GOLD.
#
# Format is:
#
#     Score     S(PLP)   S(hbond)     S(cho)   S(metal)  DE(clash)   DE(tors)     intcor     time                               File name                Ligand name

     44.55     -30.85       4.99       0.00       0.00       0.00       0.65       0.02    7.852       './gold_soln_AV-procd_m10567_6.sdf'  'AV-unprocessed.smi:2743'
     47.08     -38.82       2.82       1.00       0.00       3.13       0.10       0.07    3.970       './gold_soln_AV-procd_m10568_3.sdf'  'AV-unprocessed.smi:2744'
     46.59     -38.53       3.00       0.40       0.00       0.00       1.09       0.05    9.579      './gold_soln_AV-procd_m10569_10.sdf'  'AV-unprocessed.smi:2744'
     40.60     -22.70       5.00       1.00       0.00       0.00       0.05       0.00    5.291       './gold_soln_AV-procd_m10570_5.sdf'  'AV-unprocessed.smi:2745'
     42.08     -39.50       1.00       0.00       0.00       0.00       0.28       0.12    3.419       './gold_soln_AV-procd_m10571_1.sdf'  'AV-unprocessed.smi:2746'
     42.30     -41.33       1.00       0.00       0.00       0.67       0.74       0.13    6.679      './gold_soln_AV-procd_m10572_10.sdf'  'AV-unprocessed.smi:2746'
     49.07     -41.82       3.00       0.00       0.00       0.00       0.96       0.14    6.736       './gold_soln_AV-procd_m10573_1.sdf'  'AV-unprocessed.smi:2746'
     44.95     -35.03       4.20       0.00       0.00       2.03       0.40       0.15    3.368       './gold_soln_AV-procd_m10574_5.sdf'  'AV-unprocessed.smi:2746'
     53.43     -45.60       2.98       0.00       0.00       0.00       0.91       0.72    4.776       './gold_soln_AV-procd_m10575_5.sdf'  'AV-unprocessed.smi:2746'
     50.35     -43.84       2.96       0.00       0.00       0.02       1.33       0.17    7.974       './gold_soln_AV-procd_m10576_2.sdf'  'AV-unprocessed.smi:2746'
     46.47     -43.79       1.00       0.00       0.00       0.00       0.16       0.01    5.508       './gold_soln_AV-procd_m10577_5.sdf'  'AV-unprocessed.smi:2747'
     45.66     -39.23       2.78       0.00       0.00       0.00       0.97       0.01    6.878       './gold_soln_AV-procd_m10578_5.sdf'  'AV-unprocessed.smi:2747'
     46.49     -39.84       2.75       0.00       0.00       0.00       0.81       0.01    5.892       './gold_soln_AV-procd_m10579_7.sdf'  'AV-unprocessed.smi:2747'
     48.29     -40.85       2.94       0.00       0.00       0.00       0.70       0.01    5.997       './gold_soln_AV-procd_m10580_7.sdf'  'AV-unprocessed.smi:2747'
     47.19     -44.37       1.00       0.00       0.00       0.00       0.09       0.00    4.530       './gold_soln_AV-procd_m10581_4.sdf'  'AV-unprocessed.smi:2748'
     48.04     -42.87       0.96       1.00       0.00       0.00       0.36       0.00    1.372       './gold_soln_AV-procd_m10582_1.sdf'  'AV-unprocessed.smi:2748'
     45.82     -37.07       2.98       0.00       0.00       0.00       0.10       0.00    4.583       './gold_soln_AV-procd_m10583_6.sdf'  'AV-unprocessed.smi:2748'
     50.57     -45.40       2.00       0.00       0.00       0.00       0.41       0.00    3.643       './gold_soln_AV-procd_m10584_2.sdf'  'AV-unprocessed.smi:2748'
     44.92     -36.49       2.00       0.97       0.00       0.00       0.26       0.03    4.490       './gold_soln_AV-procd_m10585_2.sdf'  'AV-unprocessed.smi:2749'
     47.00     -38.75       1.98       1.00       0.00       0.00       0.35       0.02    3.626       './gold_soln_AV-procd_m10586_8.sdf'  'AV-unprocessed.smi:2749'
     46.69     -37.91       1.93       1.00       0.00       0.00       0.01       0.02    4.507       './gold_soln_AV-procd_m10587_8.sdf'  'AV-unprocessed.smi:2749'
     48.68     -40.02       1.91       1.00       0.00       0.00       0.05       0.03    4.491      './gold_soln_AV-procd_m10588_10.sdf'  'AV-unprocessed.smi:2749'
     45.56     -23.17       8.05       0.00       0.00       0.00       0.90       0.03    7.834       './gold_soln_AV-procd_m10589_1.sdf'  'AV-unprocessed.smi:2750'
     45.19     -25.75       5.29       1.46       0.00       0.00       0.41       0.02    7.799       './gold_soln_AV-procd_m10590_9.sdf'  'AV-unprocessed.smi:2750'
     43.42     -20.85       7.93       0.00       0.00       0.00       0.62       0.02    2.385       './gold_soln_AV-procd_m10591_3.sdf'  'AV-unprocessed.smi:2750'
     43.96     -26.97       5.00       0.95       0.00       0.00       0.46       0.02    7.905       './gold_soln_AV-procd_m10592_1.sdf'  'AV-unprocessed.smi:2750'
     42.70     -22.12       7.11       0.00       0.00       0.00       0.38       0.01    7.847       './gold_soln_AV-procd_m10593_3.sdf'  'AV-unprocessed.smi:2750'
     42.86     -22.96       6.93       0.00       0.00       0.00       0.47       0.01    7.858       './gold_soln_AV-procd_m10594_3.sdf'  'AV-unprocessed.smi:2750'
     51.72     -43.67       3.40       0.00       0.00       0.00       1.08       0.00    7.254       './gold_soln_AV-procd_m10595_3.sdf'  'AV-unprocessed.smi:2751'
     47.96     -36.69       2.17       2.00       0.00       0.00       0.62       0.00    7.187       './gold_soln_AV-procd_m10596_6.sdf'  'AV-unprocessed.smi:2751'
     41.44     -28.49       4.00       1.00       0.00       0.00       1.03       0.00    7.226       './gold_soln_AV-procd_m10597_9.sdf'  'AV-unprocessed.smi:2751'
     43.47     -28.49       4.93       1.00       0.00       0.00       1.41       0.01    7.203       './gold_soln_AV-procd_m10598_5.sdf'  'AV-unprocessed.smi:2751'
     48.04     -37.38       1.95       1.93       0.00       0.00       0.49       0.01    2.214       './gold_soln_AV-procd_m10599_1.sdf'  'AV-unprocessed.smi:2751'
     46.73     -35.05       2.21       1.97       0.00       0.00       0.45       0.00    5.886       './gold_soln_AV-procd_m10600_2.sdf'  'AV-unprocessed.smi:2751'
     48.55     -38.94       1.00       2.33       0.00       0.00       0.19       0.02    7.357       './gold_soln_AV-procd_m10601_6.sdf'  'AV-unprocessed.smi:2751'
     46.87     -34.74       2.16       2.62       0.00       0.00       1.11       0.01    7.274       './gold_soln_AV-procd_m10602_8.sdf'  'AV-unprocessed.smi:2751'
     49.77     -38.44       2.90       1.76       0.00       0.00       1.33       0.01    8.835       './gold_soln_AV-procd_m10603_8.sdf'  'AV-unprocessed.smi:2751'
     50.75     -39.33       2.50       1.99       0.00       0.00       1.09       0.03    8.863       './gold_soln_AV-procd_m10604_1.sdf'  'AV-unprocessed.smi:2751'
     41.62     -36.45       1.99       0.00       0.00       0.00       0.41       0.01    2.406       './gold_soln_AV-procd_m10605_1.sdf'  'AV-unprocessed.smi:2752'
     42.20     -35.09       2.68       0.00       0.00       0.00       0.47       0.01    5.941       './gold_soln_AV-procd_m10606_2.sdf'  'AV-unprocessed.smi:2752'
     45.24     -38.14       1.98       0.96       0.00       0.00       0.86       0.01    5.866       './gold_soln_AV-procd_m10607_9.sdf'  'AV-unprocessed.smi:2752'
     50.42     -43.46       1.86       0.76       0.00       0.00       0.44       0.01    5.242       './gold_soln_AV-procd_m10608_9.sdf'  'AV-unprocessed.smi:2752'
     42.53     -33.96       2.89       0.00       0.00       0.00       0.07       0.03    3.132       './gold_soln_AV-procd_m10609_3.sdf'  'AV-unprocessed.smi:2753'
     36.63     -33.72       1.00       0.00       0.00       0.00       0.06       0.03    4.552       './gold_soln_AV-procd_m10610_7.sdf'  'AV-unprocessed.smi:2753'
     47.52     -36.19       3.88       0.00       0.00       0.00       0.16       0.03    1.335       './gold_soln_AV-procd_m10611_2.sdf'  'AV-unprocessed.smi:2753'
     39.58     -34.50       1.90       0.00       0.00       0.00       0.32       0.03    2.272       './gold_soln_AV-procd_m10612_5.sdf'  'AV-unprocessed.smi:2753'
     40.36     -33.95       2.96       0.00       0.00       0.00       1.26       0.04    3.900       './gold_soln_AV-procd_m10613_5.sdf'  'AV-unprocessed.smi:2753'
     37.89     -32.15       2.00       0.00       0.00       0.00       0.15       0.04    2.624       './gold_soln_AV-procd_m10614_5.sdf'  'AV-unprocessed.smi:2753'
     35.47     -21.01       4.99       0.00       0.00       0.00       0.28       0.04    0.954       './gold_soln_AV-procd_m10615_3.sdf'  'AV-unprocessed.smi:2754'
     37.64     -31.74       2.00       0.00       0.00       0.00       0.07       0.04    3.112       './gold_soln_AV-procd_m10616_9.sdf'  'AV-unprocessed.smi:2754'
     43.05     -35.02       2.86       0.00       0.00       0.00       0.28       0.02    9.206       './gold_soln_AV-procd_m10617_8.sdf'  'AV-unprocessed.smi:2755'
     44.95     -24.01       7.33       0.00       0.00       0.00       0.53       0.00    4.447       './gold_soln_AV-procd_m10618_2.sdf'  'AV-unprocessed.smi:2756'
     37.63     -26.10       3.90       0.00       0.00       0.00       0.08       0.00    1.372       './gold_soln_AV-procd_m10619_2.sdf'  'AV-unprocessed.smi:2756'
     41.72     -27.69       3.93       1.00       0.00       0.00       0.40       0.02    2.674       './gold_soln_AV-procd_m10620_2.sdf'  'AV-unprocessed.smi:2757'
     38.50     -30.04       3.00       0.00       0.00       0.00       0.28       0.02    4.508       './gold_soln_AV-procd_m10621_9.sdf'  'AV-unprocessed.smi:2757'
     41.61     -37.03       2.38       0.00       0.00       0.00       1.29       0.00    7.933       './gold_soln_AV-procd_m10622_7.sdf'  'AV-unprocessed.smi:2758'
     43.48     -38.98       2.00       0.00       0.00       0.00       0.76       0.02    6.368       './gold_soln_AV-procd_m10623_2.sdf'  'AV-unprocessed.smi:2758'
     47.67     -38.12       4.00       0.00       0.00       0.00       1.24       0.02    2.381       './gold_soln_AV-procd_m10624_3.sdf'  'AV-unprocessed.smi:2758'
     50.16     -39.82       4.00       0.00       0.00       0.00       0.84       0.01    2.413       './gold_soln_AV-procd_m10625_3.sdf'  'AV-unprocessed.smi:2758'
     54.03     -46.96       2.75       0.00       0.00       0.01       0.63       0.08   11.263      './gold_soln_AV-procd_m10626_10.sdf'  'AV-unprocessed.smi:2759'
     53.69     -43.68       3.78       0.00       0.00       0.00       0.69       0.05   11.260       './gold_soln_AV-procd_m10627_6.sdf'  'AV-unprocessed.smi:2759'
     48.46     -46.95       1.00       0.00       0.00       0.00       0.84       0.19   10.521       './gold_soln_AV-procd_m10628_2.sdf'  'AV-unprocessed.smi:2760'
     45.15     -37.49       2.94       0.00       0.00       0.00       0.69       0.20   10.472      './gold_soln_AV-procd_m10629_10.sdf'  'AV-unprocessed.smi:2760'
     47.66     -43.57       1.98       0.00       0.00       0.00       1.04       0.19   10.390       './gold_soln_AV-procd_m10630_9.sdf'  'AV-unprocessed.smi:2760'
     48.39     -42.97       2.66       0.00       0.00       0.00       1.42       0.21   11.682       './gold_soln_AV-procd_m10631_4.sdf'  'AV-unprocessed.smi:2760'
     37.27     -31.57       1.98       0.00       0.00       0.00       0.11       0.00    2.436       './gold_soln_AV-procd_m10632_5.sdf'  'AV-unprocessed.smi:2761'
     36.27     -31.16       2.00       0.00       0.00       0.00       0.44       0.00    4.858       './gold_soln_AV-procd_m10633_7.sdf'  'AV-unprocessed.smi:2761'
     37.77     -35.45       1.00       0.00       0.00       0.00       0.34       0.00    4.954       './gold_soln_AV-procd_m10634_6.sdf'  'AV-unprocessed.smi:2761'
     38.08     -32.23       2.00       0.00       0.00       0.00       0.08       0.00    4.893       './gold_soln_AV-procd_m10635_9.sdf'  'AV-unprocessed.smi:2761'
     49.32     -39.14       3.75       0.00       0.00       0.00       0.58       0.08    8.469       './gold_soln_AV-procd_m10636_6.sdf'  'AV-unprocessed.smi:2762'
     50.24     -42.57       3.00       0.00       0.00       0.00       0.68       0.03    3.612       './gold_soln_AV-procd_m10637_1.sdf'  'AV-unprocessed.smi:2762'
     54.06     -47.44       2.74       0.00       0.00       0.00       0.80       0.01    6.862       './gold_soln_AV-procd_m10638_2.sdf'  'AV-unprocessed.smi:2763'
     52.06     -44.18       1.96       0.83       0.00       0.00       0.24       0.01    6.798       './gold_soln_AV-procd_m10639_8.sdf'  'AV-unprocessed.smi:2763'
     47.02     -42.49       1.83       0.00       0.00       0.00       0.50       0.05    7.706       './gold_soln_AV-procd_m10640_7.sdf'  'AV-unprocessed.smi:2764'
     50.31     -43.90       2.49       0.00       0.00       0.00       0.55       0.03    7.592       './gold_soln_AV-procd_m10641_2.sdf'  'AV-unprocessed.smi:2764'
     53.11     -43.27       4.00       0.00       0.00       0.65       0.78       0.05    3.830       './gold_soln_AV-procd_m10642_1.sdf'  'AV-unprocessed.smi:2764'
     55.88     -39.31       4.90       1.00       0.00       0.00       0.57       0.02    7.622       './gold_soln_AV-procd_m10643_6.sdf'  'AV-unprocessed.smi:2764'
     46.79     -36.95       2.58       0.97       0.00       0.00       0.40       0.02    3.348       './gold_soln_AV-procd_m10644_7.sdf'  'AV-unprocessed.smi:2765'
     45.89     -41.64       2.00       0.00       0.00       0.00       0.89       0.02    8.980       './gold_soln_AV-procd_m10645_3.sdf'  'AV-unprocessed.smi:2766'
     46.97     -42.92       2.00       0.00       0.00       0.00       1.01       0.04    7.296       './gold_soln_AV-procd_m10646_3.sdf'  'AV-unprocessed.smi:2766'
     50.39     -44.80       2.50       0.00       0.00       0.00       2.22       2.52    6.607       './gold_soln_AV-procd_m10647_9.sdf'  'AV-unprocessed.smi:2767'
     50.30     -41.14       2.20       1.00       0.00       0.00       0.23       0.01    2.132       './gold_soln_AV-procd_m10648_3.sdf'  'AV-unprocessed.smi:2768'
     47.09     -45.47       0.75       0.00       0.00       0.00       0.33       0.03    6.822       './gold_soln_AV-procd_m10649_5.sdf'  'AV-unprocessed.smi:2768'
     51.19     -41.92       2.10       1.00       0.00       0.00       0.02       0.02    3.410       './gold_soln_AV-procd_m10650_1.sdf'  'AV-unprocessed.smi:2768'
     47.61     -38.84       2.28       1.00       0.00       0.00       0.54       0.01    2.108       './gold_soln_AV-procd_m10651_2.sdf'  'AV-unprocessed.smi:2768'
     50.10     -41.13       2.13       1.00       0.00       0.05       0.20       0.03    8.406       './gold_soln_AV-procd_m10652_3.sdf'  'AV-unprocessed.smi:2768'
     47.78     -39.28       2.93       0.91       0.00       0.95       1.06       0.02    8.396       './gold_soln_AV-procd_m10653_1.sdf'  'AV-unprocessed.smi:2768'
     45.42     -39.52       1.41       1.00       0.00       0.00       0.68       0.04    3.432       './gold_soln_AV-procd_m10654_2.sdf'  'AV-unprocessed.smi:2768'
     47.98     -39.70       2.13       1.00       0.00       0.00       0.58       0.04    8.389      './gold_soln_AV-procd_m10655_10.sdf'  'AV-unprocessed.smi:2768'
     29.28     -18.23       3.70       0.00       0.00       0.00       0.14       0.23    1.516       './gold_soln_AV-procd_m10656_5.sdf'  'AV-unprocessed.smi:2769'
     29.50     -25.11       1.46       0.00       0.00       0.00       0.12       0.23    3.056       './gold_soln_AV-procd_m10657_2.sdf'  'AV-unprocessed.smi:2769'
     42.79     -36.97       2.00       0.00       0.00       0.00       0.15       0.10    1.305       './gold_soln_AV-procd_m10658_2.sdf'  'AV-unprocessed.smi:2770'
     41.65     -38.70       1.00       0.00       0.00       0.00       0.07       0.10    1.361       './gold_soln_AV-procd_m10659_3.sdf'  'AV-unprocessed.smi:2770'
     45.31     -35.49       3.59       0.00       0.00       0.00       0.53       0.10    4.425       './gold_soln_AV-procd_m10660_7.sdf'  'AV-unprocessed.smi:2770'
     42.73     -34.41       2.92       0.00       0.00       0.00       0.26       0.10    1.376       './gold_soln_AV-procd_m10661_1.sdf'  'AV-unprocessed.smi:2770'
     51.13     -43.44       3.00       0.00       0.00       0.00       0.67       0.02    8.484       './gold_soln_AV-procd_m10662_5.sdf'  'AV-unprocessed.smi:2771'
     53.31     -46.35       2.73       0.00       0.00       0.00       0.62       0.02    8.444       './gold_soln_AV-procd_m10663_9.sdf'  'AV-unprocessed.smi:2771'
     47.03     -39.81       2.93       0.00       0.00       0.00       0.80       0.03    7.114       './gold_soln_AV-procd_m10664_1.sdf'  'AV-unprocessed.smi:2772'
     50.48     -43.34       2.57       0.00       0.00       0.00       0.30       0.04    6.808       './gold_soln_AV-procd_m10665_2.sdf'  'AV-unprocessed.smi:2772'
     49.53     -44.92       2.00       0.00       0.00       0.00       0.71       0.03    6.901      './gold_soln_AV-procd_m10666_10.sdf'  'AV-unprocessed.smi:2772'
     49.45     -36.47       4.00       0.77       0.00       0.00       0.69       0.04    6.868      './gold_soln_AV-procd_m10667_10.sdf'  'AV-unprocessed.smi:2772'
     50.46     -45.56       2.00       0.00       0.00       0.00       0.55       0.00    5.488       './gold_soln_AV-procd_m10668_8.sdf'  'AV-unprocessed.smi:2772'
     50.63     -44.65       2.00       0.00       0.00       0.00       0.02       0.00    6.644       './gold_soln_AV-procd_m10669_1.sdf'  'AV-unprocessed.smi:2772'
     52.21     -44.63       2.72       0.00       0.00       0.00       0.31       0.03    6.196       './gold_soln_AV-procd_m10670_5.sdf'  'AV-unprocessed.smi:2772'
     50.20     -43.34       2.46       0.00       0.00       0.00       0.28       0.04    6.649       './gold_soln_AV-procd_m10671_6.sdf'  'AV-unprocessed.smi:2772'
     51.04     -37.02       4.94       0.00       0.00       0.00       0.42       0.03    2.739       './gold_soln_AV-procd_m10672_4.sdf'  'AV-unprocessed.smi:2772'
     49.17     -39.98       3.38       0.00       0.00       0.00       0.51       0.04    6.627       './gold_soln_AV-procd_m10673_3.sdf'  'AV-unprocessed.smi:2772'
     48.95     -43.95       2.00       0.00       0.00       0.00       0.51       0.03    6.675       './gold_soln_AV-procd_m10674_3.sdf'  'AV-unprocessed.smi:2772'
     48.03     -35.10       4.82       0.00       0.00       0.00       0.79       0.05    2.752       './gold_soln_AV-procd_m10675_3.sdf'  'AV-unprocessed.smi:2772'
     44.97     -39.87       2.00       0.00       0.00       0.00       0.47       0.03    1.680       './gold_soln_AV-procd_m10676_3.sdf'  'AV-unprocessed.smi:2773'
     44.52     -40.42       1.99       0.00       0.00       0.00       0.96       0.04    1.678       './gold_soln_AV-procd_m10677_2.sdf'  'AV-unprocessed.smi:2773'
     47.54     -44.27       1.99       0.00       0.00       0.00       1.38       0.04    1.687       './gold_soln_AV-procd_m10678_1.sdf'  'AV-unprocessed.smi:2773'
     45.82     -41.89       1.76       0.00       0.00       0.00       0.69       0.03    3.382       './gold_soln_AV-procd_m10679_6.sdf'  'AV-unprocessed.smi:2773'
     52.07     -40.41       3.25       1.00       0.00       0.00       0.55       0.01    8.606       './gold_soln_AV-procd_m10680_9.sdf'  'AV-unprocessed.smi:2774'
     52.01     -37.97       4.57       0.80       0.00       0.00       1.06       0.03    8.525       './gold_soln_AV-procd_m10681_2.sdf'  'AV-unprocessed.smi:2774'
     53.75     -42.44       3.00       1.13       0.00       0.00       0.58       0.01    3.453       './gold_soln_AV-procd_m10682_2.sdf'  'AV-unprocessed.smi:2774'
     52.22     -39.29       3.66       1.00       0.00       0.00       0.53       0.01    8.557       './gold_soln_AV-procd_m10683_6.sdf'  'AV-unprocessed.smi:2774'
     52.40     -43.59       2.16       1.11       0.00       0.00       0.54       0.07    3.416       './gold_soln_AV-procd_m10684_4.sdf'  'AV-unprocessed.smi:2774'
     48.19     -41.49       2.00       1.00       0.00       0.00       1.16       0.03    3.479       './gold_soln_AV-procd_m10685_4.sdf'  'AV-unprocessed.smi:2774'
     48.22     -39.38       2.72       0.47       0.00       0.00       0.37       0.03    4.309       './gold_soln_AV-procd_m10686_1.sdf'  'AV-unprocessed.smi:2774'
     50.07     -39.81       2.67       1.08       0.00       0.00       0.54       0.06    8.576       './gold_soln_AV-procd_m10687_3.sdf'  'AV-unprocessed.smi:2774'
     45.33     -39.32       1.00       1.01       0.00       0.00       0.16       0.32    4.712       './gold_soln_AV-procd_m10688_4.sdf'  'AV-unprocessed.smi:2775'
     39.27     -31.06       2.84       0.00       0.00       0.00       0.31       0.32    1.377       './gold_soln_AV-procd_m10689_3.sdf'  'AV-unprocessed.smi:2775'
     42.77     -37.09       2.00       0.00       0.00       0.00       0.26       0.19    1.413       './gold_soln_AV-procd_m10690_3.sdf'  'AV-unprocessed.smi:2775'
     40.56     -32.08       1.96       1.00       0.00       0.00       0.28       0.16    4.714       './gold_soln_AV-procd_m10691_7.sdf'  'AV-unprocessed.smi:2775'
     42.49     -39.51       1.00       0.00       0.00       0.00       0.11       0.21    4.638       './gold_soln_AV-procd_m10692_5.sdf'  'AV-unprocessed.smi:2775'
     45.54     -35.33       2.68       1.00       0.00       0.00       0.50       0.19    4.630       './gold_soln_AV-procd_m10693_1.sdf'  'AV-unprocessed.smi:2775'
     44.41     -37.50       2.44       0.00       0.00       0.00       0.36       0.32    1.852       './gold_soln_AV-procd_m10694_2.sdf'  'AV-unprocessed.smi:2775'
     42.59     -34.09       2.99       0.00       0.00       0.00       0.39       0.32    1.436       './gold_soln_AV-procd_m10695_2.sdf'  'AV-unprocessed.smi:2775'
     43.40     -32.10       3.89       0.00       0.00       0.00       0.34       0.32    1.364       './gold_soln_AV-procd_m10696_2.sdf'  'AV-unprocessed.smi:2775'
     47.25     -35.86       3.93       0.00       0.00       0.00       0.36       0.32    4.644      './gold_soln_AV-procd_m10697_10.sdf'  'AV-unprocessed.smi:2775'
     48.86     -41.96       2.49       0.00       0.00       0.00       0.38       0.19    4.593       './gold_soln_AV-procd_m10698_2.sdf'  'AV-unprocessed.smi:2775'
     41.07     -28.24       4.54       0.00       0.00       0.00       0.48       0.16    1.416       './gold_soln_AV-procd_m10699_3.sdf'  'AV-unprocessed.smi:2775'
     45.39     -34.28       3.78       0.00       0.00       0.00       0.22       0.21    4.591       './gold_soln_AV-procd_m10700_5.sdf'  'AV-unprocessed.smi:2775'
     53.13     -48.12       2.00       0.00       0.00       0.00       0.59       0.20    4.672       './gold_soln_AV-procd_m10701_4.sdf'  'AV-unprocessed.smi:2775'
     54.23     -43.92       4.42       0.00       0.00       2.74       0.26       0.32    4.625       './gold_soln_AV-procd_m10702_5.sdf'  'AV-unprocessed.smi:2775'
     44.89     -32.72       4.13       0.00       0.00       0.00       0.27       0.32    1.414       './gold_soln_AV-procd_m10703_1.sdf'  'AV-unprocessed.smi:2775'
     46.78     -42.78       1.00       1.00       0.00       0.00       1.01       0.01    3.409       './gold_soln_AV-procd_m10704_1.sdf'  'AV-unprocessed.smi:2776'
     48.03     -39.50       3.03       0.00       0.00       0.00       0.29       0.01    2.024       './gold_soln_AV-procd_m10705_1.sdf'  'AV-unprocessed.smi:2776'
     51.33     -46.78       1.00       0.98       0.00       0.00       0.71       0.01    6.939       './gold_soln_AV-procd_m10706_2.sdf'  'AV-unprocessed.smi:2776'
     47.07     -40.70       2.38       0.00       0.00       0.00       0.39       0.01    6.857       './gold_soln_AV-procd_m10707_1.sdf'  'AV-unprocessed.smi:2776'
     47.21     -41.87       1.00       1.00       0.00       0.00       0.33       0.01    3.530       './gold_soln_AV-procd_m10708_5.sdf'  'AV-unprocessed.smi:2777'
     51.44     -41.62       2.65       1.00       0.00       0.00       0.57       0.01    7.003       './gold_soln_AV-procd_m10709_3.sdf'  'AV-unprocessed.smi:2777'
     47.58     -40.39       2.84       0.00       0.00       0.00       0.67       0.00    3.399       './gold_soln_AV-procd_m10710_3.sdf'  'AV-unprocessed.smi:2778'
     56.80     -55.97       1.06       0.00       0.00       0.00       1.26       0.19   11.697       './gold_soln_AV-procd_m10711_3.sdf'  'AV-unprocessed.smi:2779'
     55.13     -49.27       2.68       0.00       0.00       0.00       1.17       0.15   11.994       './gold_soln_AV-procd_m10712_9.sdf'  'AV-unprocessed.smi:2779'
     51.30     -52.66       0.00       0.00       0.00       0.00       0.80       0.24    9.315       './gold_soln_AV-procd_m10713_5.sdf'  'AV-unprocessed.smi:2780'
     53.82     -49.15       2.47       0.00       0.00       0.00       1.49       0.25    9.253       './gold_soln_AV-procd_m10714_7.sdf'  'AV-unprocessed.smi:2780'
     53.52     -52.07       0.00       1.00       0.00       0.00       0.91       0.26    9.240       './gold_soln_AV-procd_m10715_1.sdf'  'AV-unprocessed.smi:2780'
     50.96     -44.26       2.82       0.00       0.00       0.00       0.99       0.23    9.241       './gold_soln_AV-procd_m10716_4.sdf'  'AV-unprocessed.smi:2780'
     49.24     -40.81       1.90       0.99       0.00       0.00       0.15       0.03    2.614       './gold_soln_AV-procd_m10717_6.sdf'  'AV-unprocessed.smi:2781'
     47.69     -41.15       1.32       0.91       0.00       0.00       0.09       0.04    2.645       './gold_soln_AV-procd_m10718_4.sdf'  'AV-unprocessed.smi:2781'
     49.01     -42.22       2.45       0.00       0.00       0.00       0.31       0.07    4.408       './gold_soln_AV-procd_m10719_9.sdf'  'AV-unprocessed.smi:2781'
     49.06     -40.66       2.00       1.00       0.00       0.00       0.32       0.05    3.562       './gold_soln_AV-procd_m10720_3.sdf'  'AV-unprocessed.smi:2781'
     55.43     -50.91       2.00       0.00       0.00       0.00       0.77       0.05    9.451       './gold_soln_AV-procd_m10721_1.sdf'  'AV-unprocessed.smi:2782'
     51.30     -51.89       1.00       0.00       0.00       0.00       1.85       0.01    9.310       './gold_soln_AV-procd_m10722_1.sdf'  'AV-unprocessed.smi:2782'
     42.96     -31.59       4.00       0.00       0.00       0.00       0.33       0.03    2.318       './gold_soln_AV-procd_m10723_4.sdf'  'AV-unprocessed.smi:2783'
     37.88     -34.10       0.80       0.60       0.00       0.00       0.22       0.03    6.958       './gold_soln_AV-procd_m10724_8.sdf'  'AV-unprocessed.smi:2783'
     41.16     -35.86       2.00       0.00       0.00       0.00       0.37       0.03    3.693       './gold_soln_AV-procd_m10725_5.sdf'  'AV-unprocessed.smi:2783'
     43.41     -37.12       2.93       0.00       0.00       0.00       1.25       0.01    6.138       './gold_soln_AV-procd_m10726_1.sdf'  'AV-unprocessed.smi:2784'
     41.63     -30.48       1.93       1.97       0.00       0.00       0.28       0.01    6.120      './gold_soln_AV-procd_m10727_10.sdf'  'AV-unprocessed.smi:2784'
     40.74     -29.21       2.87       1.22       0.00       0.00       0.37       0.01    4.903       './gold_soln_AV-procd_m10728_4.sdf'  'AV-unprocessed.smi:2784'
     45.42     -34.29       3.00       0.95       0.00       0.00       0.36       0.00    3.743       './gold_soln_AV-procd_m10729_4.sdf'  'AV-unprocessed.smi:2784'
     41.99     -34.62       2.54       0.00       0.00       0.00       0.13       0.01    6.076       './gold_soln_AV-procd_m10730_4.sdf'  'AV-unprocessed.smi:2784'
     38.75     -28.32       2.78       0.99       0.00       0.08       0.41       0.01    6.179       './gold_soln_AV-procd_m10731_9.sdf'  'AV-unprocessed.smi:2784'
     41.41     -30.07       3.00       0.98       0.00       0.00       0.30       0.01    6.048       './gold_soln_AV-procd_m10732_2.sdf'  'AV-unprocessed.smi:2784'
     45.46     -34.65       3.00       0.86       0.00       0.00       0.38       0.01    3.633       './gold_soln_AV-procd_m10733_2.sdf'  'AV-unprocessed.smi:2784'
     42.76     -34.15       1.29       1.70       0.00       0.00       0.18       0.01    6.294       './gold_soln_AV-procd_m10734_3.sdf'  'AV-unprocessed.smi:2784'
     42.54     -34.13       0.73       2.36       0.00       0.00       0.44       0.01    6.267       './gold_soln_AV-procd_m10735_1.sdf'  'AV-unprocessed.smi:2784'
     39.00     -35.06       0.84       1.00       0.00       0.00       0.79       0.01    6.177       './gold_soln_AV-procd_m10736_1.sdf'  'AV-unprocessed.smi:2784'
     42.70     -37.89       0.96       1.00       0.00       0.00       0.54       0.01    6.181       './gold_soln_AV-procd_m10737_8.sdf'  'AV-unprocessed.smi:2784'
     43.98     -37.84       1.54       0.86       0.00       0.00       0.53       0.01    5.987       './gold_soln_AV-procd_m10738_3.sdf'  'AV-unprocessed.smi:2784'
     42.14     -35.94       1.38       1.00       0.00       0.00       0.46       0.01    4.236       './gold_soln_AV-procd_m10739_7.sdf'  'AV-unprocessed.smi:2784'
     36.94     -26.83       1.85       2.00       0.00       0.00       0.72       0.01    6.020       './gold_soln_AV-procd_m10740_8.sdf'  'AV-unprocessed.smi:2784'
     42.01     -35.23       0.99       1.39       0.00       0.00       0.18       0.01    1.800       './gold_soln_AV-procd_m10741_2.sdf'  'AV-unprocessed.smi:2784'
